p,b,f,s,u,r,eq,cash,mtm,real,unreal,fees,n,sett,w,l,trips,wr,dd,roi,mkts,open,t0,t1
sim-b002-020,batch-002,favorite_band,favorite-band-b002-020,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-023,batch-002,favorite_band,favorite-band-b002-023,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-024,batch-002,favorite_band,favorite-band-b002-024,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-025,batch-002,favorite_band,favorite-band-b002-025,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-028,batch-002,favorite_band,favorite-band-b002-028,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-029,batch-002,favorite_band,favorite-band-b002-029,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-030,batch-002,favorite_band,favorite-band-b002-030,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-033,batch-002,favorite_band,favorite-band-b002-033,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-034,batch-002,favorite_band,favorite-band-b002-034,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-035,batch-002,favorite_band,favorite-band-b002-035,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-038,batch-002,favorite_band,favorite-band-b002-038,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-039,batch-002,favorite_band,favorite-band-b002-039,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b002-040,batch-002,favorite_band,favorite-band-b002-040,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b009-038,batch-009,entry_timing_band,entry-timing-band-b009-038,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b009-048,batch-009,entry_timing_band,entry-timing-band-b009-048,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b009-058,batch-009,entry_timing_band,entry-timing-band-b009-058,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b009-068,batch-009,entry_timing_band,entry-timing-band-b009-068,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b009-078,batch-009,entry_timing_band,entry-timing-band-b009-078,nobel_settled,754,9938.3900,9938.3900,0.0000,-61.6100,0.0000,4.6700,2,2,1,1,2,0.5000,61.6100,-0.0062,2,0,1760068800,1760094000
sim-b007-083,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-083,nobel_settled,783,9938.3300,9938.3300,0.0000,-61.6700,0.0000,10.4100,5,1,1,2,3,0.3333,102.1800,-0.0062,2,0,1760068800,1760137200
sim-b007-088,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-088,nobel_settled,783,9938.3300,9938.3300,0.0000,-61.6700,0.0000,10.4100,5,1,1,2,3,0.3333,102.1800,-0.0062,2,0,1760068800,1760137200
sim-b007-093,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-093,nobel_settled,783,9938.3300,9938.3300,0.0000,-61.6700,0.0000,10.4100,5,1,1,2,3,0.3333,102.1800,-0.0062,2,0,1760068800,1760137200
sim-b007-098,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-098,nobel_settled,783,9938.3300,9938.3300,0.0000,-61.6700,0.0000,10.4100,5,1,1,2,3,0.3333,102.1800,-0.0062,2,0,1760068800,1760137200
sim-b002-001,batch-002,favorite_band,favorite-band-b002-001,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-002,batch-002,favorite_band,favorite-band-b002-002,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-006,batch-002,favorite_band,favorite-band-b002-006,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-007,batch-002,favorite_band,favorite-band-b002-007,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-011,batch-002,favorite_band,favorite-band-b002-011,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-012,batch-002,favorite_band,favorite-band-b002-012,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-016,batch-002,favorite_band,favorite-band-b002-016,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b002-017,batch-002,favorite_band,favorite-band-b002-017,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b010-097,batch-010,slice_band,slice-band-b010-097,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b012-018,batch-012,logit_scale,logit-scale-b012-018,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b012-026,batch-012,logit_scale,logit-scale-b012-026,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b012-028,batch-012,logit_scale,logit-scale-b012-028,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b012-084,batch-012,fee_aware_logit,fee-aware-logit-b012-084,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b012-090,batch-012,fee_aware_logit,fee-aware-logit-b012-090,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b012-092,batch-012,fee_aware_logit,fee-aware-logit-b012-092,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b018-080,batch-018,exit_hold_control,exit-hold-control-b018-080,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b018-084,batch-018,exit_hold_control,exit-hold-control-b018-084,nobel_settled,787,9937.8100,9937.8100,0.0000,-62.1900,0.0000,5.0300,2,2,1,1,2,0.5000,62.1900,-0.0062,2,0,1760068800,1760097600
sim-b010-098,batch-010,slice_band,slice-band-b010-098,nobel_settled,804,9937.1200,9937.1200,0.0000,-62.8800,0.0000,5.5200,2,2,1,1,2,0.5000,62.8800,-0.0063,2,0,1760054400,1760068800
sim-b011-060,batch-011,event_field_no,event-field-no-b011-060,nobel_settled,805,9936.1600,9936.1600,0.0000,-63.8400,0.0000,2.7300,23,23,22,1,23,0.9565,2198.8400,-0.0064,23,0,1733029200,1760202000
sim-b011-063,batch-011,event_field_no,event-field-no-b011-063,nobel_settled,805,9936.1600,9936.1600,0.0000,-63.8400,0.0000,2.7300,23,23,22,1,23,0.9565,2198.8400,-0.0064,23,0,1740632400,1760202000
sim-b011-047,batch-011,event_leader,event-leader-b011-047,nobel_settled,807,9935.8600,9935.8600,0.0000,-64.1400,0.0000,6.9200,2,2,1,1,2,0.5000,64.1400,-0.0064,2,0,1759982400,1760068800
sim-b011-048,batch-011,event_leader,event-leader-b011-048,nobel_settled,807,9935.8600,9935.8600,0.0000,-64.1400,0.0000,6.9200,2,2,1,1,2,0.5000,64.1400,-0.0064,2,0,1759982400,1760068800
sim-b013-079,batch-013,uniform_field_prior,uniform-field-prior-b013-079,nobel_settled,807,9935.8600,9935.8600,0.0000,-64.1400,0.0000,6.9200,2,2,1,1,2,0.5000,206.1400,-0.0064,2,0,1759982400,1760068800
sim-b011-076,batch-011,event_leader_change,event-leader-change-b011-076,nobel_settled,810,9935.5000,9935.5000,0.0000,-64.5000,0.0000,7.2000,2,2,1,1,2,0.5000,64.5000,-0.0065,2,0,1759723200,1760068800
sim-b011-078,batch-011,event_leader_change,event-leader-change-b011-078,nobel_settled,810,9935.5000,9935.5000,0.0000,-64.5000,0.0000,7.2000,2,2,1,1,2,0.5000,64.5000,-0.0065,2,0,1759723200,1760068800
sim-b012-045,batch-012,longshot_no_writer,longshot-no-writer-b012-045,nobel_settled,812,9935.1200,9935.1200,0.0000,-64.8800,0.0000,2.6600,24,24,23,1,24,0.9583,2300.8800,-0.0065,24,0,1733029200,1760353200
sim-b012-046,batch-012,longshot_no_writer,longshot-no-writer-b012-046,nobel_settled,812,9935.1200,9935.1200,0.0000,-64.8800,0.0000,2.6600,24,24,23,1,24,0.9583,2300.8800,-0.0065,24,0,1733029200,1760353200
sim-b012-044,batch-012,longshot_no_writer,longshot-no-writer-b012-044,nobel_settled,814,9934.1800,9934.1800,0.0000,-65.8200,0.0000,2.5900,23,23,22,1,23,0.9565,2198.8200,-0.0066,23,0,1733029200,1760202000
sim-b013-012,batch-013,learned_bucket_calibration,learned-bucket-calibration-b013-012,nobel_settled,815,9929.6000,9929.6000,0.0000,-70.4000,0.0000,12.8300,12,12,3,9,12,0.2500,325.4000,-0.0070,12,0,1760068800,1760148000
sim-b019-022,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-022,nobel_settled,816,9927.9500,9927.9500,0.0000,-72.0500,0.0000,21.4200,38,38,35,3,38,0.9211,3706.0500,-0.0072,38,0,1694059200,1760403600
sim-b011-066,batch-011,event_field_no,event-field-no-b011-066,nobel_settled,817,9927.3800,9927.3800,0.0000,-72.6200,0.0000,2.1000,22,22,21,1,22,0.9545,2098.6200,-0.0073,22,0,1741838400,1760202000
sim-b019-012,batch-019,ablation_lagged_signal,ablation-lagged-signal-b019-012,nobel_settled,818,9926.7900,9926.7900,0.0000,-73.2100,0.0000,42.9400,19,19,9,10,19,0.4737,1364.2100,-0.0073,19,0,1733634000,1760367600
sim-b012-041,batch-012,longshot_no_writer,longshot-no-writer-b012-041,nobel_settled,819,9925.4600,9925.4600,0.0000,-74.5400,0.0000,1.9600,21,21,20,1,21,0.9524,2000.5400,-0.0075,21,0,1741752000,1760068800
sim-b012-042,batch-012,longshot_no_writer,longshot-no-writer-b012-042,nobel_settled,819,9925.4600,9925.4600,0.0000,-74.5400,0.0000,1.9600,21,21,20,1,21,0.9524,2000.5400,-0.0075,21,0,1741752000,1760068800
sim-b012-043,batch-012,longshot_no_writer,longshot-no-writer-b012-043,nobel_settled,819,9925.4600,9925.4600,0.0000,-74.5400,0.0000,1.9600,21,21,20,1,21,0.9524,2000.5400,-0.0075,21,0,1741752000,1760068800
sim-b016-006,batch-016,ma_crossover,ma-crossover-b016-006,nobel_settled,822,9925.3200,9925.3200,0.0000,-74.6800,0.0000,5.9200,2,2,1,1,2,0.5000,190.6800,-0.0075,2,0,1754712000,1760248800
sim-b017-087,batch-017,split_entry,split-entry-b017-087,nobel_settled,823,9924.1300,9924.1300,0.0000,-75.8700,0.0000,1.8100,6,2,1,1,2,0.5000,77.2000,-0.0076,2,0,1760068800,1760133600
sim-b012-035,batch-012,logit_reverse,logit-reverse-b012-035,nobel_settled,824,9921.3900,9921.3900,0.0000,-78.6100,0.0000,59.0700,13,13,2,11,13,0.1538,1078.6100,-0.0079,13,0,1694491200,1760119200
sim-b017-081,batch-017,split_entry,split-entry-b017-081,nobel_settled,825,9920.0600,9920.0600,0.0000,-79.9400,0.0000,2.4400,3,2,1,1,2,0.5000,83.9100,-0.0080,2,0,1760068800,1760119200
sim-b017-082,batch-017,split_entry,split-entry-b017-082,nobel_settled,826,9919.2600,9919.2600,0.0000,-80.7400,0.0000,3.1400,3,2,1,1,2,0.5000,80.7400,-0.0081,2,0,1760068800,1760130000
sim-b020-076,batch-020,null_matched_rate,null-matched-rate-b020-076,nobel_settled,827,9914.6800,9914.6800,0.0000,-85.3200,0.0000,15.4900,9,9,7,2,9,0.7778,767.3200,-0.0085,9,0,1735448400,1760184000
sim-b012-057,batch-012,longshot_no_writer,longshot-no-writer-b012-057,nobel_settled,828,9914.4900,9914.4900,0.0000,-85.5100,0.0000,15.7500,52,52,49,3,52,0.9423,5089.5100,-0.0086,52,0,1694059200,1760248800
sim-b017-083,batch-017,split_entry,split-entry-b017-083,nobel_settled,829,9913.0900,9913.0900,0.0000,-86.9100,0.0000,2.1800,4,2,1,1,2,0.5000,89.5500,-0.0087,2,0,1760068800,1760122800
sim-b020-053,batch-020,rule_mixture_control,rule-mixture-control-b020-053,nobel_settled,830,9912.7300,9912.7300,0.0000,-87.2700,0.0000,42.9300,31,31,22,9,31,0.7097,2715.2700,-0.0087,31,0,1694059200,1760202000
sim-b012-058,batch-012,longshot_no_writer,longshot-no-writer-b012-058,nobel_settled,831,9911.4500,9911.4500,0.0000,-88.5500,0.0000,15.5400,53,53,50,3,53,0.9434,5189.5500,-0.0089,53,0,1693540800,1760248800
sim-b019-020,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-020,nobel_settled,832,9911.1300,9911.1300,0.0000,-88.8700,0.0000,20.4400,38,38,35,3,38,0.9211,3705.8700,-0.0089,38,0,1694059200,1760389200
sim-b015-017,batch-015,oi_decline_fade,oi-decline-fade-b015-017,nobel_settled,833,9910.5700,9910.5700,0.0000,-89.4300,0.0000,5.4400,3,3,1,2,3,0.3333,89.4300,-0.0089,3,0,1743393600,1755316800
sim-b015-018,batch-015,oi_decline_fade,oi-decline-fade-b015-018,nobel_settled,833,9910.5700,9910.5700,0.0000,-89.4300,0.0000,5.4400,3,3,1,2,3,0.3333,89.4300,-0.0089,3,0,1743393600,1755316800
sim-b012-095,batch-012,placebo_logit_scale,placebo-logit-scale-b012-095,nobel_settled,835,9910.2400,9910.2400,0.0000,-89.7600,0.0000,59.1200,34,34,20,14,34,0.5882,2586.7600,-0.0090,34,0,1694059200,1760202000
sim-b017-085,batch-017,split_entry,split-entry-b017-085,nobel_settled,836,9909.8400,9909.8400,0.0000,-90.1600,0.0000,2.2400,5,2,1,1,2,0.5000,92.1400,-0.0090,2,0,1760068800,1760130000
sim-b011-064,batch-011,event_field_no,event-field-no-b011-064,nobel_settled,837,9905.7400,9905.7400,0.0000,-94.2600,0.0000,8.0500,41,41,39,2,41,0.9512,4002.2600,-0.0094,41,0,1694059200,1760349600
sim-b019-042,batch-019,ablation_decision_frequency,ablation-decision-frequency-b019-042,nobel_settled,838,9905.5800,9905.5800,0.0000,-94.4200,0.0000,15.1200,51,51,48,3,51,0.9412,5003.4200,-0.0094,51,0,1695268800,1760400000
sim-b019-039,batch-019,ablation_decision_frequency,ablation-decision-frequency-b019-039,nobel_settled,839,9904.6700,9904.6700,0.0000,-95.3300,0.0000,15.1200,52,52,49,3,52,0.9423,5102.3300,-0.0095,52,0,1695268800,1760385600
sim-b001-079,batch-001,null_model,null-model-b001-079,nobel_settled,840,9903.2000,9903.2000,0.0000,-96.8000,0.0000,86.8400,58,58,23,35,58,0.3966,3265.8000,-0.0097,58,0,1694404800,1760576400
sim-b020-068,batch-020,null_matched_rate,null-matched-rate-b020-068,nobel_settled,841,9902.1900,9902.1900,0.0000,-97.8100,0.0000,52.8800,20,20,11,9,20,0.5500,1797.8100,-0.0098,20,0,1694836800,1760173200
sim-b007-050,batch-007,take_profit_favorite,take-profit-favorite-b007-050,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b007-055,batch-007,take_profit_favorite,take-profit-favorite-b007-055,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b007-060,batch-007,take_profit_favorite,take-profit-favorite-b007-060,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b007-065,batch-007,take_profit_favorite,take-profit-favorite-b007-065,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b007-070,batch-007,take_profit_favorite,take-profit-favorite-b007-070,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-045,batch-009,entry_timing_band,entry-timing-band-b009-045,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-046,batch-009,entry_timing_band,entry-timing-band-b009-046,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-055,batch-009,entry_timing_band,entry-timing-band-b009-055,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-056,batch-009,entry_timing_band,entry-timing-band-b009-056,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-065,batch-009,entry_timing_band,entry-timing-band-b009-065,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-066,batch-009,entry_timing_band,entry-timing-band-b009-066,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-075,batch-009,entry_timing_band,entry-timing-band-b009-075,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-076,batch-009,entry_timing_band,entry-timing-band-b009-076,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-085,batch-009,entry_timing_band,entry-timing-band-b009-085,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b009-086,batch-009,entry_timing_band,entry-timing-band-b009-086,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b012-014,batch-012,logit_scale,logit-scale-b012-014,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b012-059,batch-012,high_favorite_yes,high-favorite-yes-b012-059,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b012-060,batch-012,high_favorite_yes,high-favorite-yes-b012-060,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b014-071,batch-014,time_utc_hour,time-utc-hour-b014-071,nobel_settled,842,9899.5000,9899.5000,0.0000,-100.5000,0.0000,1.0500,1,1,0,1,1,0.0000,100.5000,-0.0101,1,0,1760119200,1760119200
sim-b010-067,batch-010,favorite_band_wide,favorite-band-wide-b010-067,nobel_settled,861,9898.9900,9898.9900,0.0000,-101.0100,0.0000,1.4700,1,1,0,1,1,0.0000,101.0100,-0.0101,1,0,1760090400,1760090400
sim-b010-068,batch-010,favorite_band_wide,favorite-band-wide-b010-068,nobel_settled,861,9898.9900,9898.9900,0.0000,-101.0100,0.0000,1.4700,1,1,0,1,1,0.0000,101.0100,-0.0101,1,0,1760090400,1760090400
sim-b010-069,batch-010,favorite_band_wide,favorite-band-wide-b010-069,nobel_settled,861,9898.9900,9898.9900,0.0000,-101.0100,0.0000,1.4700,1,1,0,1,1,0.0000,101.0100,-0.0101,1,0,1760090400,1760090400
sim-b010-070,batch-010,favorite_band_wide,favorite-band-wide-b010-070,nobel_settled,861,9898.9900,9898.9900,0.0000,-101.0100,0.0000,1.4700,1,1,0,1,1,0.0000,101.0100,-0.0101,1,0,1760090400,1760090400
sim-b010-071,batch-010,favorite_band_wide,favorite-band-wide-b010-071,nobel_settled,861,9898.9900,9898.9900,0.0000,-101.0100,0.0000,1.4700,1,1,0,1,1,0.0000,101.0100,-0.0101,1,0,1760090400,1760090400
sim-b010-072,batch-010,favorite_band_wide,favorite-band-wide-b010-072,nobel_settled,861,9898.9900,9898.9900,0.0000,-101.0100,0.0000,1.4700,1,1,0,1,1,0.0000,101.0100,-0.0101,1,0,1760090400,1760090400
sim-b015-021,batch-015,oi_decline_fade,oi-decline-fade-b015-021,nobel_settled,867,9898.8800,9898.8800,0.0000,-101.1200,0.0000,6.1200,3,3,0,3,3,0.0000,101.1200,-0.0101,3,0,1743998400,1755403200
sim-b002-081,batch-002,favorite_band,favorite-band-b002-081,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-082,batch-002,favorite_band,favorite-band-b002-082,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-083,batch-002,favorite_band,favorite-band-b002-083,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-084,batch-002,favorite_band,favorite-band-b002-084,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-085,batch-002,favorite_band,favorite-band-b002-085,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-086,batch-002,favorite_band,favorite-band-b002-086,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-087,batch-002,favorite_band,favorite-band-b002-087,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-088,batch-002,favorite_band,favorite-band-b002-088,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-089,batch-002,favorite_band,favorite-band-b002-089,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-090,batch-002,favorite_band,favorite-band-b002-090,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-091,batch-002,favorite_band,favorite-band-b002-091,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-092,batch-002,favorite_band,favorite-band-b002-092,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-093,batch-002,favorite_band,favorite-band-b002-093,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-094,batch-002,favorite_band,favorite-band-b002-094,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-095,batch-002,favorite_band,favorite-band-b002-095,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-096,batch-002,favorite_band,favorite-band-b002-096,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-097,batch-002,favorite_band,favorite-band-b002-097,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
sim-b002-098,batch-002,favorite_band,favorite-band-b002-098,nobel_settled,868,9898.5000,9898.5000,0.0000,-101.5000,0.0000,1.7500,1,1,0,1,1,0.0000,101.5000,-0.0102,1,0,1760115600,1760115600
