p,b,f,s,u,r,eq,cash,mtm,real,unreal,fees,n,sett,w,l,trips,wr,dd,roi,mkts,open,t0,t1
sim-b007-001,batch-007,favorite_exit,favorite-exit-b007-001,panel_settled,749,9798.9600,9798.9600,0.0000,-201.0400,0.0000,58.9900,31,1,7,9,16,0.4375,208.7400,-0.0201,16,0,1742443200,1789444800
sim-b007-063,batch-007,take_profit_favorite,take-profit-favorite-b007-063,panel_settled,750,9797.9800,9797.9800,0.0000,-202.0200,0.0000,26.9100,20,8,10,4,14,0.7143,690.9100,-0.0202,14,0,1742443200,1789185600
sim-b018-074,batch-018,exit_max_loss,exit-max-loss-b018-074,panel_settled,751,9796.4900,9796.4900,0.0000,-203.5100,0.0000,56.6800,27,5,4,12,16,0.2500,622.5100,-0.0204,16,0,1742443200,1789185600
sim-b013-066,batch-013,learned_logit_slope,learned-logit-slope-b013-066,panel_settled,752,9794.1200,9794.1200,0.0000,-205.8800,0.0000,10.9200,2,2,0,2,2,0.0000,205.8800,-0.0206,2,0,1742443200,1746676800
sim-b019-070,batch-019,ablation_coarse_grid,ablation-coarse-grid-b019-070,panel_settled,753,9790.5400,9790.5400,0.0000,-209.4600,0.0000,115.2800,45,45,27,18,45,0.6000,4140.4600,-0.0209,45,0,1742875200,1788822000
sim-b007-067,batch-007,take_profit_favorite,take-profit-favorite-b007-067,panel_settled,754,9787.7300,9787.7300,0.0000,-212.2700,0.0000,37.3600,22,10,11,5,16,0.6875,1011.9800,-0.0212,16,0,1742443200,1789185600
sim-b011-032,batch-011,event_underround_yes,event-underround-yes-b011-032,panel_settled,755,9787.5900,9787.5900,0.0000,-212.4100,0.0000,23.8700,11,11,5,6,11,0.4545,712.4100,-0.0212,11,0,1743652800,1777953600
sim-b010-062,batch-010,favorite_band_wide,favorite-band-wide-b010-062,panel_settled,756,9787.4000,9787.4000,0.0000,-212.6000,0.0000,25.6000,15,15,10,5,15,0.6667,1388.6000,-0.0213,15,0,1742443200,1789185600
sim-b010-065,batch-010,favorite_band_wide,favorite-band-wide-b010-065,panel_settled,756,9787.4000,9787.4000,0.0000,-212.6000,0.0000,25.6000,15,15,10,5,15,0.6667,1388.6000,-0.0213,15,0,1742443200,1789185600
sim-b007-090,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-090,panel_settled,758,9785.5700,9785.5700,0.0000,-214.4300,0.0000,70.0600,58,2,13,17,30,0.4333,339.4300,-0.0214,12,0,1742443200,1789272000
sim-b007-002,batch-007,favorite_exit,favorite-exit-b007-002,panel_settled,759,9784.6300,9784.6300,0.0000,-215.3700,0.0000,59.2300,31,1,7,9,16,0.4375,223.0700,-0.0215,16,0,1742443200,1789444800
sim-b017-063,batch-017,cash_reserve_gate,cash-reserve-gate-b017-063,panel_settled,760,9784.1700,9784.1700,0.0000,-215.8300,0.0000,18.6400,10,10,6,4,10,0.6000,860.8300,-0.0216,10,0,1742443200,1767628800
sim-b015-026,batch-015,volume_spike_follow,volume-spike-follow-b015-026,panel_settled,761,9782.2700,9782.2700,0.0000,-217.7300,0.0000,124.3100,41,41,19,22,41,0.4634,3553.7300,-0.0218,41,0,1743652800,1788832800
sim-b007-013,batch-007,favorite_exit,favorite-exit-b007-013,panel_settled,762,9781.8000,9781.8000,0.0000,-218.2000,0.0000,54.8200,29,3,7,9,16,0.4375,344.2000,-0.0218,16,0,1742443200,1789185600
sim-b014-085,batch-014,time_pre_close_exit,time-pre-close-exit-b014-085,panel_settled,763,9781.4100,9781.4100,0.0000,-218.5900,0.0000,48.4200,20,16,10,8,18,0.5556,1479.2900,-0.0219,18,0,1742443200,1787871600
sim-b019-053,batch-019,ablation_noisy_price,ablation-noisy-price-b019-053,panel_settled,764,9780.9700,9780.9700,0.0000,-219.0300,0.0000,26.1800,15,15,10,5,15,0.6667,1375.0300,-0.0219,15,0,1742443200,1789185600
sim-b019-055,batch-019,ablation_noisy_price,ablation-noisy-price-b019-055,panel_settled,764,9780.9700,9780.9700,0.0000,-219.0300,0.0000,26.1800,15,15,10,5,15,0.6667,1375.0300,-0.0219,15,0,1742443200,1789185600
sim-b019-065,batch-019,ablation_coarse_grid,ablation-coarse-grid-b019-065,panel_settled,764,9780.9700,9780.9700,0.0000,-219.0300,0.0000,26.1800,15,15,10,5,15,0.6667,1375.0300,-0.0219,15,0,1742443200,1789185600
sim-b019-069,batch-019,ablation_coarse_grid,ablation-coarse-grid-b019-069,panel_settled,764,9780.9700,9780.9700,0.0000,-219.0300,0.0000,26.1800,15,15,10,5,15,0.6667,1375.0300,-0.0219,15,0,1742443200,1789185600
sim-b001-042,batch-001,null_model,null-model-b001-042,panel_settled,768,9780.5400,9780.5400,0.0000,-219.4600,0.0000,89.9200,38,38,18,20,38,0.4737,2983.4600,-0.0219,38,0,1745121600,1788865200
sim-b016-094,batch-016,placebo_big_move_fade,placebo-big-move-fade-b016-094,panel_settled,769,9779.7700,9779.7700,0.0000,-220.2300,0.0000,104.9900,38,38,24,14,38,0.6316,3656.2300,-0.0220,38,0,1743998400,1788894000
sim-b007-007,batch-007,favorite_exit,favorite-exit-b007-007,panel_settled,770,9778.6800,9778.6800,0.0000,-221.3200,0.0000,58.7800,30,2,5,11,16,0.3125,221.3200,-0.0221,16,0,1742443200,1789185600
sim-b019-089,batch-019,ablation_trade_print_gate,ablation-trade-print-gate-b019-089,panel_settled,771,9777.8700,9777.8700,0.0000,-222.1300,0.0000,124.7800,45,45,25,20,45,0.5556,4102.1300,-0.0222,45,0,1742529600,1788796800
sim-b014-023,batch-014,time_age_max,time-age-max-b014-023,panel_settled,772,9775.4100,9775.4100,0.0000,-224.5900,0.0000,18.7000,10,10,6,4,10,0.6000,860.5900,-0.0225,10,0,1742443200,1787842800
sim-b019-017,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-017,panel_settled,773,9775.2500,9775.2500,0.0000,-224.7500,0.0000,34.9600,17,17,10,7,17,0.5882,1431.7500,-0.0225,17,0,1742616000,1789358400
sim-b019-059,batch-019,ablation_noisy_price,ablation-noisy-price-b019-059,panel_settled,774,9775.0400,9775.0400,0.0000,-224.9600,0.0000,32.1100,16,16,10,6,16,0.6250,1471.9600,-0.0225,16,0,1742443200,1788321600
sim-b015-094,batch-015,placebo_liquidity_gate,placebo-liquidity-gate-b015-094,panel_settled,775,9774.4100,9774.4100,0.0000,-225.5900,0.0000,57.8500,16,16,7,9,16,0.4375,1643.5900,-0.0226,16,0,1742529600,1789185600
sim-b012-088,batch-012,fee_aware_logit,fee-aware-logit-b012-088,panel_settled,776,9773.4400,9773.4400,0.0000,-226.5600,0.0000,32.6100,16,16,10,6,16,0.6250,1481.5600,-0.0227,16,0,1742443200,1788321600
sim-b001-083,batch-001,null_model,null-model-b001-083,panel_settled,777,9772.8800,9772.8800,0.0000,-227.1200,0.0000,136.4100,47,47,21,26,47,0.4468,4069.1200,-0.0227,47,0,1742443200,1788854400
sim-b012-032,batch-012,logit_scale,logit-scale-b012-032,panel_settled,778,9772.7400,9772.7400,0.0000,-227.2600,0.0000,32.9400,16,16,10,6,16,0.6250,1481.2600,-0.0227,16,0,1742443200,1789099200
sim-b016-022,batch-016,tsmom_window,tsmom-window-b016-022,panel_settled,779,9772.5600,9772.5600,0.0000,-227.4400,0.0000,97.1400,41,41,25,16,41,0.6098,3727.4400,-0.0227,41,0,1743480000,1788865200
sim-b012-022,batch-012,logit_scale,logit-scale-b012-022,panel_settled,780,9771.9100,9771.9100,0.0000,-228.0900,0.0000,33.3000,16,16,10,6,16,0.6250,1482.0900,-0.0228,16,0,1742443200,1789099200
sim-b018-001,batch-018,exit_time_stop,exit-time-stop-b018-001,panel_settled,781,9771.3800,9771.3800,0.0000,-228.6200,0.0000,62.0400,31,1,0,16,16,0.0000,228.6200,-0.0229,16,0,1742443200,1789272000
sim-b018-051,batch-018,exit_edge_gone,exit-edge-gone-b018-051,panel_settled,782,9770.9500,9770.9500,0.0000,-229.0500,0.0000,62.9400,31,7,9,10,19,0.4737,667.6900,-0.0229,19,0,1742443200,1787868000
sim-b017-077,batch-017,ladder_pyramid,ladder-pyramid-b017-077,panel_settled,783,9770.4900,9770.4900,0.0000,-229.5100,0.0000,40.2300,26,16,10,6,16,0.6250,2371.3700,-0.0230,16,0,1742443200,1789185600
sim-b002-069,batch-002,favorite_band,favorite-band-b002-069,panel_settled,784,9767.1700,9767.1700,0.0000,-232.8300,0.0000,24.7000,15,15,10,5,15,0.6667,1387.8300,-0.0233,15,0,1742443200,1789185600
sim-b002-070,batch-002,favorite_band,favorite-band-b002-070,panel_settled,784,9767.1700,9767.1700,0.0000,-232.8300,0.0000,24.7000,15,15,10,5,15,0.6667,1387.8300,-0.0233,15,0,1742443200,1789185600
sim-b002-074,batch-002,favorite_band,favorite-band-b002-074,panel_settled,784,9767.1700,9767.1700,0.0000,-232.8300,0.0000,24.7000,15,15,10,5,15,0.6667,1387.8300,-0.0233,15,0,1742443200,1789185600
sim-b002-075,batch-002,favorite_band,favorite-band-b002-075,panel_settled,784,9767.1700,9767.1700,0.0000,-232.8300,0.0000,24.7000,15,15,10,5,15,0.6667,1387.8300,-0.0233,15,0,1742443200,1789185600
sim-b007-058,batch-007,take_profit_favorite,take-profit-favorite-b007-058,panel_settled,788,9765.5100,9765.5100,0.0000,-234.4900,0.0000,28.7500,23,5,10,4,14,0.7143,506.1200,-0.0234,14,0,1742443200,1789185600
sim-b010-061,batch-010,favorite_band_wide,favorite-band-wide-b010-061,panel_settled,789,9765.3200,9765.3200,0.0000,-234.6800,0.0000,24.6300,15,15,10,5,15,0.6667,1387.6800,-0.0235,15,0,1742443200,1789185600
sim-b010-064,batch-010,favorite_band_wide,favorite-band-wide-b010-064,panel_settled,789,9765.3200,9765.3200,0.0000,-234.6800,0.0000,24.6300,15,15,10,5,15,0.6667,1387.6800,-0.0235,15,0,1742443200,1789185600
sim-b017-047,batch-017,cash_fraction_size,cash-fraction-size-b017-047,panel_settled,791,9765.2000,9765.2000,0.0000,-234.8000,0.0000,28.9700,16,16,10,6,16,0.6250,1360.8000,-0.0235,16,0,1742443200,1789185600
sim-b019-004,batch-019,ablation_lagged_signal,ablation-lagged-signal-b019-004,panel_settled,792,9764.9000,9764.9000,0.0000,-235.1000,0.0000,124.3100,44,44,23,21,44,0.5227,3920.1000,-0.0235,44,0,1742961600,1788800400
sim-b001-050,batch-001,null_model,null-model-b001-050,panel_settled,793,9761.5900,9761.5900,0.0000,-238.4100,0.0000,80.6400,32,32,8,24,32,0.2500,1958.4100,-0.0238,32,0,1745121600,1780081200
sim-b007-019,batch-007,favorite_exit,favorite-exit-b007-019,panel_settled,794,9761.0800,9761.0800,0.0000,-238.9200,0.0000,52.9400,27,5,7,9,16,0.4375,620.9200,-0.0239,16,0,1742443200,1789185600
sim-b018-078,batch-018,exit_max_loss,exit-max-loss-b018-078,panel_settled,795,9760.5000,9760.5000,0.0000,-239.5000,0.0000,40.6300,21,11,9,7,16,0.5625,1335.5000,-0.0240,16,0,1742443200,1789185600
sim-b002-079,batch-002,favorite_band,favorite-band-b002-079,panel_settled,796,9757.6700,9757.6700,0.0000,-242.3300,0.0000,24.1400,15,15,10,5,15,0.6667,1387.3300,-0.0242,15,0,1742443200,1789185600
sim-b002-080,batch-002,favorite_band,favorite-band-b002-080,panel_settled,796,9757.6700,9757.6700,0.0000,-242.3300,0.0000,24.1400,15,15,10,5,15,0.6667,1387.3300,-0.0242,15,0,1742443200,1789185600
sim-b018-038,batch-018,exit_price_target,exit-price-target-b018-038,panel_settled,798,9756.5100,9756.5100,0.0000,-243.4900,0.0000,39.4400,26,6,11,5,16,0.6875,608.5700,-0.0243,16,0,1742443200,1789185600
sim-b007-022,batch-007,stop_loss_favorite,stop-loss-favorite-b007-022,panel_settled,799,9756.0700,9756.0700,0.0000,-243.9300,0.0000,60.9600,29,3,2,14,16,0.1250,369.9300,-0.0244,16,0,1742443200,1789185600
sim-b018-092,batch-018,exit_random_control,exit-random-control-b018-092,panel_settled,800,9755.9000,9755.9000,0.0000,-244.1000,0.0000,56.9200,30,2,5,11,16,0.3125,244.1000,-0.0244,16,0,1742443200,1789185600
sim-b007-098,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-098,panel_settled,801,9749.9400,9749.9400,0.0000,-250.0600,0.0000,97.9200,61,7,14,20,34,0.4118,867.0600,-0.0250,14,0,1742443200,1789185600
sim-b018-003,batch-018,exit_time_stop,exit-time-stop-b018-003,panel_settled,802,9749.0100,9749.0100,0.0000,-250.9900,0.0000,60.7500,31,1,2,14,16,0.1250,250.9900,-0.0251,16,0,1742443200,1789358400
sim-b017-073,batch-017,ladder_pyramid,ladder-pyramid-b017-073,panel_settled,803,9748.1300,9748.1300,0.0000,-251.8700,0.0000,46.1500,28,16,10,6,16,0.6250,2556.7300,-0.0252,16,0,1742443200,1789444800
sim-b001-093,batch-001,null_model,null-model-b001-093,panel_settled,804,9747.7900,9747.7900,0.0000,-252.2100,0.0000,108.9100,43,43,21,22,43,0.4884,3676.2100,-0.0252,43,0,1742702400,1788807600
sim-b019-015,batch-019,ablation_delayed_entry,ablation-delayed-entry-b019-015,panel_settled,805,9747.7700,9747.7700,0.0000,-252.2300,0.0000,38.5900,17,17,10,7,17,0.5882,1484.2300,-0.0252,17,0,1742529600,1789272000
sim-b007-008,batch-007,favorite_exit,favorite-exit-b007-008,panel_settled,806,9746.1700,9746.1700,0.0000,-253.8300,0.0000,56.7100,30,2,7,9,16,0.4375,253.8300,-0.0254,16,0,1742443200,1789185600
sim-b007-074,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-074,panel_settled,807,9744.6200,9744.6200,0.0000,-255.3800,0.0000,149.7000,117,3,28,32,60,0.4667,505.1600,-0.0255,12,0,1742443200,1789531200
sim-b007-062,batch-007,take_profit_favorite,take-profit-favorite-b007-062,panel_settled,808,9744.3300,9744.3300,0.0000,-255.6700,0.0000,39.7200,24,8,11,5,16,0.6875,809.8600,-0.0256,16,0,1742443200,1789185600
sim-b020-034,batch-020,consensus_favorite,consensus-favorite-b020-034,panel_settled,809,9743.4100,9743.4100,0.0000,-256.5900,0.0000,31.2800,16,16,10,6,16,0.6250,1471.5900,-0.0257,16,0,1742702400,1789185600
sim-b018-029,batch-018,exit_trailing_stop,exit-trailing-stop-b018-029,panel_settled,810,9743.3500,9743.3500,0.0000,-256.6500,0.0000,57.1400,26,8,7,10,17,0.4118,992.6500,-0.0257,17,0,1742443200,1788321600
sim-b020-062,batch-020,null_matched_rate,null-matched-rate-b020-062,panel_settled,811,9742.7800,9742.7800,0.0000,-257.2200,0.0000,90.8200,25,25,12,13,25,0.4800,2350.2200,-0.0257,25,0,1742961600,1788894000
sim-b002-047,batch-002,favorite_band,favorite-band-b002-047,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b002-052,batch-002,favorite_band,favorite-band-b002-052,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b009-039,batch-009,entry_timing_band,entry-timing-band-b009-039,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b017-029,batch-017,fixed_contracts,fixed-contracts-b017-029,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b017-031,batch-017,fixed_contracts,fixed-contracts-b017-031,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b017-055,batch-017,payout_target_size,payout-target-size-b017-055,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b017-057,batch-017,cash_reserve_gate,cash-reserve-gate-b017-057,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b017-059,batch-017,cash_reserve_gate,cash-reserve-gate-b017-059,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b017-061,batch-017,cash_reserve_gate,cash-reserve-gate-b017-061,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b018-081,batch-018,exit_hold_control,exit-hold-control-b018-081,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b019-031,batch-019,ablation_decision_frequency,ablation-decision-frequency-b019-031,panel_settled,812,9742.4000,9742.4000,0.0000,-257.6000,0.0000,31.3400,16,16,10,6,16,0.6250,1470.6000,-0.0258,16,0,1742443200,1789185600
sim-b009-049,batch-009,entry_timing_band,entry-timing-band-b009-049,panel_settled,823,9742.1900,9742.1900,0.0000,-257.8100,0.0000,31.3400,16,16,10,6,16,0.6250,1469.8100,-0.0258,16,0,1742529600,1789185600
sim-b019-045,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-045,panel_settled,824,9741.9900,9741.9900,0.0000,-258.0100,0.0000,31.2100,16,16,10,6,16,0.6250,1471.0100,-0.0258,16,0,1742443200,1789185600
sim-b020-033,batch-020,consensus_favorite,consensus-favorite-b020-033,panel_settled,824,9741.9900,9741.9900,0.0000,-258.0100,0.0000,31.2100,16,16,10,6,16,0.6250,1471.0100,-0.0258,16,0,1742443200,1789185600
sim-b007-020,batch-007,favorite_exit,favorite-exit-b007-020,panel_settled,826,9741.0000,9741.0000,0.0000,-259.0000,0.0000,52.9400,27,5,7,9,16,0.4375,641.0000,-0.0259,16,0,1742443200,1789185600
sim-b019-087,batch-019,ablation_trade_print_gate,ablation-trade-print-gate-b019-087,panel_settled,827,9740.0400,9740.0400,0.0000,-259.9600,0.0000,31.4900,16,16,10,6,16,0.6250,1472.9600,-0.0260,16,0,1742443200,1789185600
sim-b015-051,batch-015,liquidity_gate,liquidity-gate-b015-051,panel_settled,828,9739.8600,9739.8600,0.0000,-260.1400,0.0000,31.4200,16,16,10,6,16,0.6250,1472.1400,-0.0260,16,0,1742529600,1789185600
sim-b002-048,batch-002,favorite_band,favorite-band-b002-048,panel_settled,829,9739.8400,9739.8400,0.0000,-260.1600,0.0000,31.1500,16,16,10,6,16,0.6250,1471.1600,-0.0260,16,0,1742443200,1789185600
sim-b002-053,batch-002,favorite_band,favorite-band-b002-053,panel_settled,829,9739.8400,9739.8400,0.0000,-260.1600,0.0000,31.1500,16,16,10,6,16,0.6250,1471.1600,-0.0260,16,0,1742443200,1789185600
sim-b009-040,batch-009,entry_timing_band,entry-timing-band-b009-040,panel_settled,829,9739.8400,9739.8400,0.0000,-260.1600,0.0000,31.1500,16,16,10,6,16,0.6250,1471.1600,-0.0260,16,0,1742443200,1789185600
sim-b009-050,batch-009,entry_timing_band,entry-timing-band-b009-050,panel_settled,832,9739.6300,9739.6300,0.0000,-260.3700,0.0000,31.1500,16,16,10,6,16,0.6250,1470.3700,-0.0260,16,0,1742529600,1789185600
sim-b009-059,batch-009,entry_timing_band,entry-timing-band-b009-059,panel_settled,833,9739.5900,9739.5900,0.0000,-260.4100,0.0000,31.2000,16,16,10,6,16,0.6250,1470.4100,-0.0260,16,0,1742616000,1789185600
sim-b018-044,batch-018,exit_price_target,exit-price-target-b018-044,panel_settled,834,9739.1600,9739.1600,0.0000,-260.8400,0.0000,31.5600,18,14,10,6,16,0.6250,1266.5700,-0.0261,16,0,1742443200,1789185600
sim-b019-071,batch-019,ablation_coarse_grid,ablation-coarse-grid-b019-071,panel_settled,835,9738.9000,9738.9000,0.0000,-261.1000,0.0000,31.6500,16,16,10,6,16,0.6250,1474.1000,-0.0261,16,0,1742443200,1789185600
sim-b014-084,batch-014,time_pre_close_exit,time-pre-close-exit-b014-084,panel_settled,836,9737.9100,9737.9100,0.0000,-262.0900,0.0000,31.6300,17,15,10,6,16,0.6250,1369.1800,-0.0262,16,0,1742443200,1789185600
sim-b019-044,batch-019,ablation_spread_tolerance,ablation-spread-tolerance-b019-044,panel_settled,837,9737.8400,9737.8400,0.0000,-262.1600,0.0000,31.3300,16,16,10,6,16,0.6250,1479.1600,-0.0262,16,0,1742443200,1789185600
sim-b018-091,batch-018,exit_random_control,exit-random-control-b018-091,panel_settled,838,9737.4700,9737.4700,0.0000,-262.5300,0.0000,53.2200,29,3,5,11,16,0.3125,262.5300,-0.0263,16,0,1742443200,1789185600
sim-b002-046,batch-002,favorite_band,favorite-band-b002-046,panel_settled,839,9737.1900,9737.1900,0.0000,-262.8100,0.0000,31.5500,16,16,10,6,16,0.6250,1479.8100,-0.0263,16,0,1742443200,1789185600
sim-b002-051,batch-002,favorite_band,favorite-band-b002-051,panel_settled,839,9737.1900,9737.1900,0.0000,-262.8100,0.0000,31.5500,16,16,10,6,16,0.6250,1479.8100,-0.0263,16,0,1742443200,1789185600
sim-b009-069,batch-009,entry_timing_band,entry-timing-band-b009-069,panel_settled,841,9737.0400,9737.0400,0.0000,-262.9600,0.0000,31.0600,16,16,10,6,16,0.6250,1470.9600,-0.0263,16,0,1742788800,1789185600
sim-b009-060,batch-009,entry_timing_band,entry-timing-band-b009-060,panel_settled,842,9737.0300,9737.0300,0.0000,-262.9700,0.0000,31.0100,16,16,10,6,16,0.6250,1470.9700,-0.0263,16,0,1742616000,1789185600
sim-b009-079,batch-009,entry_timing_band,entry-timing-band-b009-079,panel_settled,843,9736.7100,9736.7100,0.0000,-263.2900,0.0000,31.0700,16,16,10,6,16,0.6250,1470.2900,-0.0263,16,0,1743048000,1789185600
sim-b017-078,batch-017,ladder_pyramid,ladder-pyramid-b017-078,panel_settled,844,9735.4400,9735.4400,0.0000,-264.5600,0.0000,44.6500,33,16,10,6,16,0.6250,2956.0000,-0.0265,16,0,1742443200,1789185600
sim-b002-042,batch-002,favorite_band,favorite-band-b002-042,panel_settled,845,9734.8700,9734.8700,0.0000,-265.1300,0.0000,30.7100,15,15,9,6,15,0.6000,1371.1300,-0.0265,15,0,1743652800,1789185600
sim-b009-070,batch-009,entry_timing_band,entry-timing-band-b009-070,panel_settled,846,9734.4800,9734.4800,0.0000,-265.5200,0.0000,30.8700,16,16,10,6,16,0.6250,1471.5200,-0.0266,16,0,1742788800,1789185600
sim-b009-080,batch-009,entry_timing_band,entry-timing-band-b009-080,panel_settled,847,9734.1500,9734.1500,0.0000,-265.8500,0.0000,30.8800,16,16,10,6,16,0.6250,1470.8500,-0.0266,16,0,1743048000,1789185600
sim-b002-057,batch-002,favorite_band,favorite-band-b002-057,panel_settled,848,9732.9000,9732.9000,0.0000,-267.1000,0.0000,30.7800,16,16,10,6,16,0.6250,1470.1000,-0.0267,16,0,1742443200,1789185600
sim-b019-057,batch-019,ablation_noisy_price,ablation-noisy-price-b019-057,panel_settled,849,9732.4400,9732.4400,0.0000,-267.5600,0.0000,30.6600,16,16,10,6,16,0.6250,1472.5600,-0.0268,16,0,1742443200,1789185600
sim-b002-043,batch-002,favorite_band,favorite-band-b002-043,panel_settled,850,9732.3100,9732.3100,0.0000,-267.6900,0.0000,30.5200,15,15,9,6,15,0.6000,1371.6900,-0.0268,15,0,1743652800,1789185600
sim-b001-026,batch-001,null_model,null-model-b001-026,panel_settled,851,9730.9000,9730.9000,0.0000,-269.1000,0.0000,77.1800,35,35,15,20,35,0.4286,2760.1000,-0.0269,35,0,1752984000,1787828400
sim-b014-065,batch-014,time_utc_hour,time-utc-hour-b014-065,panel_settled,852,9730.4400,9730.4400,0.0000,-269.5600,0.0000,32.5200,12,12,6,6,12,0.5000,970.5600,-0.0270,12,0,1760346000,1788865200
sim-b002-058,batch-002,favorite_band,favorite-band-b002-058,panel_settled,853,9730.3400,9730.3400,0.0000,-269.6600,0.0000,30.5900,16,16,10,6,16,0.6250,1470.6600,-0.0270,16,0,1742443200,1789185600
sim-b007-014,batch-007,favorite_exit,favorite-exit-b007-014,panel_settled,854,9730.1600,9730.1600,0.0000,-269.8400,0.0000,54.7000,29,3,7,9,16,0.4375,395.8400,-0.0270,16,0,1742443200,1789185600
sim-b007-095,batch-007,favorite_exit_reentry,favorite-exit-reentry-b007-095,panel_settled,855,9729.8800,9729.8800,0.0000,-270.1200,0.0000,89.2500,64,4,7,27,34,0.2059,637.1200,-0.0270,12,0,1742443200,1789272000
sim-b002-041,batch-002,favorite_band,favorite-band-b002-041,panel_settled,856,9729.6600,9729.6600,0.0000,-270.3400,0.0000,30.9200,15,15,9,6,15,0.6000,1380.3400,-0.0270,15,0,1743652800,1789185600
sim-b019-067,batch-019,ablation_coarse_grid,ablation-coarse-grid-b019-067,panel_settled,857,9729.4000,9729.4000,0.0000,-270.6000,0.0000,31.0900,16,16,10,6,16,0.6250,1473.6000,-0.0271,16,0,1742443200,1789185600
sim-b018-049,batch-018,exit_edge_gone,exit-edge-gone-b018-049,panel_settled,858,9728.5800,9728.5800,0.0000,-271.4200,0.0000,60.9700,26,12,9,10,19,0.4737,1420.4200,-0.0271,19,0,1742443200,1787835600
sim-b002-056,batch-002,favorite_band,favorite-band-b002-056,panel_settled,859,9727.6900,9727.6900,0.0000,-272.3100,0.0000,30.9900,16,16,10,6,16,0.6250,1479.3100,-0.0272,16,0,1742443200,1789185600
sim-b007-032,batch-007,stop_loss_favorite,stop-loss-favorite-b007-032,panel_settled,860,9727.4900,9727.4900,0.0000,-272.5100,0.0000,56.5100,27,5,4,12,16,0.2500,691.5100,-0.0273,16,0,1742443200,1789185600
sim-b007-052,batch-007,take_profit_favorite,take-profit-favorite-b007-052,panel_settled,861,9727.4300,9727.4300,0.0000,-272.5700,0.0000,47.4400,28,4,12,4,16,0.7500,406.2500,-0.0273,16,0,1742443200,1789531200
sim-b007-003,batch-007,favorite_exit,favorite-exit-b007-003,panel_settled,862,9727.4200,9727.4200,0.0000,-272.5800,0.0000,58.1400,31,1,8,8,16,0.5000,291.3300,-0.0273,16,0,1742443200,1789444800
sim-b018-005,batch-018,exit_time_stop,exit-time-stop-b018-005,panel_settled,863,9725.8300,9725.8300,0.0000,-274.1700,0.0000,59.5000,31,1,3,13,16,0.1875,274.1700,-0.0274,16,0,1742443200,1789444800
sim-b017-075,batch-017,ladder_pyramid,ladder-pyramid-b017-075,panel_settled,864,9725.1000,9725.1000,0.0000,-274.9000,0.0000,45.2400,28,16,10,6,16,0.6250,2570.7600,-0.0275,16,0,1742443200,1789444800
sim-b013-094,batch-013,placebo_learned_base_rate,placebo-learned-base-rate-b013-094,panel_settled,865,9724.4900,9724.4900,0.0000,-275.5100,0.0000,91.6100,37,37,18,19,37,0.4865,3191.5100,-0.0276,37,0,1753934400,1788865200
